"1",-11683.2029153064
"2",-38281.2371611932
"3",-26625.9289583142
"4",-6452.03496277757
"5",-21356.4143686332
"6",2478.48777970428
"7",-41078.260862466
"8",-10843.7391833159
"9",-10742.2408754432
"10",-23449.2997801816
"11",-11007.977673399
"12",-24627.388090911
"13",-19278.6081502967
"14",-14758.4208001974
"15",-3563.3991635429
"16",-36597.5094430907
"17",-5535.83932524431
"18",-33600.0338823887
"19",-21296.3033146549
"20",-12216.6858548368
"21",-17390.3484075812
"22",-27818.2293786127
"23",-39047.4344353476
"24",-8746.59045364269
"25",-14057.8821427638
"26",-1894.8901949052
"27",-13328.093735322
"28",-21391.4785386783
"29",-20495.6030169563
"30",-22566.03170364
"31",-17943.0750855122
"32",4736.51681135776
"33",-26369.3318633422
"34",-4075.76298922392
"35",-4907.31880455936
"36",-23633.5376357418
"37",-15983.8625647646
"38",-10207.2308881469
"39",-50576.5570926888
"40",-36799.0066012281
"41",-14356.3111160209
"42",-43696.7044086648
"43",-34147.3545455086
"44",168.218686679777
"45",-19834.052624807
"46",-33438.7204348044
"47",-19384.2373808687
"48",-16770.8429293382
"49",-15392.0936328741
"50",-23533.6801684385
"51",-1116.13917931385
"52",-33619.1113513462
"53",-5101.07609707317
"54",-16802.6405281404
"55",-20983.4157818501
"56",-16325.008953434
"57",-40320.8550494636
"58",-8954.26838167791
"59",-28932.1935193665
"60",-20270.2775543051
"61",-30382.351998363
"62",-19743.8215361512
"63",-5595.30110243189
"64",-25370.3575297528
"65",-3508.51319693258
"66",-15736.2170115293
"67",-10549.1866674792
"68",-10668.9187948219
"69",-14992.2439925656
"70",-25500.728393753
"71",-11666.0908809056
"72",-29527.3044359109
"73",-33349.508399834
"74",-15540.3505793888
"75",-29070.9841948701
"76",-33706.0886080431
"77",-24639.6395292495
"78",-18541.2637895791
"79",-19396.3970783557
"80",-11352.5499619196
"81",-23907.5299271793
"82",-17726.7408355831
"83",-36897.1377860158
"84",-23616.4109992309
"85",-7620.69122654703
"86",-36317.3559210578
"87",-13339.8942996274
"88",-25778.4823008711
"89",-13806.613672508
"90",-18794.8170692644
"91",-7622.55512283611
"92",-21351.9351652215
"93",-12373.2748204579
"94",-6219.47617210568
"95",-7513.98369527738
