"1",-6237.13793264784
"2",-1171.20193517299
"3",-6447.55109249552
"4",-3766.5858185302
"5",-5319.84408902943
"6",-6922.24815461383
"7",-2691.64818931746
"8",-11696.0186333791
"9",312.009535931537
"10",-10735.0636120559
"11",-3997.99874802373
"12",-7473.91341262539
"13",-252.499757360921
"14",-2729.66328035962
"15",-2274.5368218607
"16",-6045.31682619558
"17",-5330.36714009663
"18",-7254.68691002038
"19",-7800.33850343222
"20",-6208.25175272862
"21",-357.318564730444
"22",-2482.20728301882
"23",-2641.37797045636
"24",-3662.30068668159
"25",-3941.44243801246
"26",-1374.03275498367
"27",-2854.02707539431
"28",2403.63404238908
"29",-259.288127440845
"30",-4685.62573460175
"31",-2061.91056647637
"32",-5874.1038189777
"33",-4718.33821311704
"34",-6069.16580582793
"35",-3804.30227000817
"36",-2881.24337294736
"37",-5360.50342247174
"38",-7691.51910956814
"39",-2052.22083840181
"40",-2344.36723862868
"41",-169.661436984181
"42",-11046.8176883735
"43",-4380.6374455649
"44",-3681.70859656987
"45",-8536.25652437982
"46",-9136.99654469239
"47",-8040.54896564039
"48",-3173.09960065636
"49",-1163.49968534411
"50",-6572.14966349522
"51",-144.566510817503
"52",-6194.97506683973
"53",1344.08819273316
"54",-7549.49269172968
"55",-12573.4920253115
"56",-131.672200161297
"57",-8354.93452998509
"58",-6392.64099458872
"59",-8832.26350598928
"60",-6912.9015161684
"61",-8666.2045416225
"62",-9988.66749861073
"63",-7072.83916812817
"64",-8241.38688930434
"65",-5686.23232013538
"66",227.934656092818
"67",-5589.95710631945
"68",-1799.12687362215
"69",-95.2820448004686
"70",-1730.31330627344
"71",-1757.60383206209
"72",-5017.28488169192
"73",-635.889735964807
"74",3012.66769893029
"75",-6912.85525865985
"76",-5052.09549739625
"77",-1772.46878563326
"78",-5443.09493526478
"79",144.700761316603
"80",-1218.07621207529
"81",-2791.90177586751
"82",-8543.25456856202
"83",1633.4949568591
"84",-3641.42562366865
"85",-3043.02265271688
"86",1008.62944066224
"87",-7622.21391089385
"88",-4515.52316202318
"89",-940.392168255115
"90",177.824844452904
"91",-3136.1052978972
"92",-3572.31125081769
"93",-3560.99093530263
"94",-2795.32372839805
"95",-9310.02671893301
"96",-6784.62569960554
"97",-9468.953501832
"98",-2995.1312362988
"99",-654.636603617814
"100",-5042.34189836974
"101",-422.371554048419
"102",-1966.13671068422
"103",-2425.14278456408
"104",-7527.61076093397
"105",-11150.671028966
"106",-1294.77643785549
"107",-8770.87741767733
"108",-5976.37010227439
"109",-3752.59073663194
"110",-6662.89795221912
"111",-3161.68698122006
"112",-3061.70880714785
"113",-3964.27972701349
"114",260.060348665609
"115",-9006.65674469987
"116",196.345568033558
"117",-3463.64147780199
"118",-3794.68356446356
"119",-3341.33649061246
"120",-3720.03456294642
"121",1328.10871619629
"122",-3860.41367426437
"123",-6514.3528060817
"124",-9236.99851184679
"125",686.033218410035
"126",-7036.86359035597
"127",-3212.72393561096
"128",-4279.87584048833
"129",-1448.95917973669
"130",-2646.75924854594
"131",-2690.02658906909
"132",-52.064517460666
"133",1645.81991200903
"134",-13044.7252162853
"135",303.874924115526
"136",-7390.18532562453
"137",-9444.74132180277
"138",90.9802782956551
"139",-2269.69735800674
"140",-6963.162448888
"141",2013.29386789398
"142",-1830.59431592513
"143",-4018.62483433179
"144",-4750.32877402392
"145",-4506.14976670955
"146",-8300.90683072455
"147",-4855.88915343665
"148",-4726.53042327567
"149",-5861.92297302419
"150",-6423.76283937356
"151",-1044.29115224185
"152",-7554.02666886058
"153",-3407.60328789387
"154",-6962.5051528236
"155",-17336.1524440513
"156",632.962930244781
"157",-2486.8877504645
"158",-4688.0916352489
"159",-5149.93049621848
"160",-7108.4596864447
"161",-7899.01331656135
"162",-1413.23207303142
"163",-657.081333144627
"164",-1064.09402135803
"165",-732.34001469676
"166",-12037.2998771421
"167",-1354.77549105785
"168",-7872.74007185315
"169",48.2328470925347
"170",-4399.14057072384
"171",-4337.91078117411
"172",-3513.86741285541
"173",1494.58536899482
"174",-93.3989886468238
"175",-144.092690871876
"176",-2650.01755461519
"177",-4896.19978554247
"178",-1233.93839725038
"179",-1102.68009224367
"180",1243.42549614883
"181",-1050.91765324005
"182",-8727.98247129113
"183",-6000.88919632253
"184",-1908.54804745224
"185",-2203.89086517588
"186",-8339.96350461257
"187",-4221.48073687555
"188",-6298.23113419841
"189",-2846.53652903298
"190",-5796.10073664672
"191",631.509184510427
"192",-1625.9926802565
"193",-1416.235053993
"194",-3032.1803596611
"195",-11542.5680026967
"196",-808.516835375998
"197",-5626.87685846946
"198",-6080.91478492453
"199",-7412.40611343525
"200",-8704.62992310455
"201",-5031.92718536457
"202",-7360.08718384699
"203",-3450.16833816954
"204",-639.738999794229
"205",-3305.02569722252
"206",-4503.87579875991
"207",-1658.74772010079
"208",-2252.15460864637
"209",-5219.96338589632
"210",-6115.96782387112
"211",-4075.37043394895
"212",-6811.51554680834
"213",-1308.29777586777
"214",-3703.94336519047
"215",-5772.09605120241
"216",-799.107118660681
"217",2026.3557670818
"218",-2200.69655006606
"219",-6926.0414038816
"220",-650.444396114357
"221",-4349.74258534851
"222",-3885.88665241771
"223",-218.85015266578
"224",-7574.13329305874
"225",-3815.76275263528
"226",-992.610214802501
"227",-3608.93959180007
"228",-3157.82808666149
"229",-3556.49223742432
"230",-5684.40458111002
"231",578.970596130124
"232",-6693.58234019175
"233",-3650.6684049865
"234",-936.43634532086
"235",-9251.32698167432
"236",2078.91528864781
"237",-519.225474673615
"238",-5615.23872439078
"239",-1743.89599249544
"240",-3878.07796702797
"241",-3590.26848099093
"242",-2446.47175882969
"243",-1409.3139181813
"244",-2777.16766878604
"245",-337.418484281591
"246",-11983.6324453392
"247",-3935.14431270681
"248",-8256.44796810581
"249",-5378.72133062073
"250",-5131.65545035815
"251",-206.784487199963
"252",-2027.89623298927
"253",-8448.67715219594
"254",-5273.50676312863
"255",-2742.79793531699
"256",-5165.12030905609
"257",-7668.7788068731
"258",-9168.91886498211
"259",-5685.12474570499
"260",-4401.34828733965
"261",-2529.37735755392
"262",362.920257801846
"263",-2682.70146093913
"264",-5925.09463223985
"265",-5330.73800085498
"266",-7840.37547415277
"267",-1827.81427300946
"268",-4060.96858863833
